image,object_type,object_name,eccentricity,bbox_x,bbox_y,bbox_width,bbox_height,padded_size
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_1142_1555.png,0.2415303276163579,1142,1555,11,11,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_964_1560.png,0.1885245382874596,964,1560,17,17,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_3463_1605.png,0.25002353396571325,3463,1605,15,14,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_1246_1634.png,0.1736480919190771,1246,1634,21,21,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_3208_1692.png,0.29143503978604735,3208,1692,11,12,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_1950_1765.png,0.14356760465068177,1950,1765,23,23,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_2517_1846.png,0.15244773484387428,2517,1846,14,15,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_657_1886.png,0.05590868846039464,657,1886,11,11,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_4315_1901.png,0.0,4315,1901,19,19,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_446_1985.png,0.0,446,1985,11,11,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_1484_2080.png,0.27666318436824916,1484,2080,13,14,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_1721_2372.png,0.20607467339582466,1721,2372,14,15,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_1408_2624.png,0.1260380085576432,1408,2624,16,16,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_4099_2630.png,0.26010349331012683,4099,2630,16,15,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_2611_2639.png,0.17095122504351767,2611,2639,13,12,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_1943_3128.png,0.27413545516371624,1943,3128,12,12,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_1031_3212.png,0.31319937200496994,1031,3212,11,12,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_1184_3239.png,0.13309180682274777,1184,3239,17,17,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_358_3266.png,0.17693975842077944,358,3266,13,13,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_2324_3400.png,0.17421657989065584,2324,3400,15,15,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_1446_3591.png,0.05146026751205792,1446,3591,18,18,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_2007_3695.png,0.0,2007,3695,13,13,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_3759_3741.png,0.511874604557959,3759,3741,14,13,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_3429_3955.png,0.2184210491133826,3429,3955,14,14,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_3058_4025.png,0.17320912774640418,3058,4025,11,11,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_1467_895.png,0.048607473444411936,1467,895,22,21,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_3476_1052.png,0.0,3476,1052,13,13,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_2864_1264.png,0.23325342191849835,2864,1264,13,13,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_2341_1362.png,0.1788211052733118,2341,1362,17,17,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_1440_1363.png,0.1878529503465574,1440,1363,13,13,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_2269_1408.png,0.18299331707138258,2269,1408,22,22,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_1142_1555.png,0.20181301791606104,1142,1555,11,11,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_964_1560.png,0.15921261815252685,964,1560,17,17,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_3463_1605.png,0.228481100774414,3463,1605,15,15,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_1246_1634.png,0.1736480919190771,1246,1634,21,21,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_3207_1692.png,0.2737304751732523,3207,1692,12,12,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_1950_1765.png,0.1306322894778239,1950,1765,23,23,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_2516_1846.png,0.2176495821428664,2516,1846,15,15,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_657_1886.png,0.19896735370610918,657,1886,11,11,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_4315_1901.png,0.0,4315,1901,19,19,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_446_1985.png,0.0,446,1985,11,11,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_1484_2080.png,0.16117694885817224,1484,2080,14,14,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_1721_2372.png,0.24354770993963853,1721,2372,14,15,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_1408_2624.png,0.15089889674661414,1408,2624,16,16,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_4099_2630.png,0.06350729344823484,4099,2630,16,16,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_2611_2638.png,0.1892674973316499,2611,2638,13,13,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_1943_3128.png,0.2790282482764843,1943,3128,12,12,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_1030_3212.png,0.18599228284570257,1030,3212,13,12,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_1184_3239.png,0.13399505372178488,1184,3239,17,17,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_358_3266.png,0.14395909251840958,358,3266,13,13,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_2324_3400.png,0.1396147920964595,2324,3400,15,15,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_1446_3591.png,0.11148985357539155,1446,3591,18,19,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_2006_3695.png,0.16827130960311848,2006,3695,14,13,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_3720_3739.png,0.5107046980562926,3720,3739,15,13,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_3429_3955.png,0.14965326886156438,3429,3955,14,14,128
Raw_Observation_015_Set2.tiff,star,star_Raw_Observation_015_Set2_3058_4024.png,0.2331672525468583,3058,4024,11,12,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_1468_895.png,0.16787982051291964,1468,895,21,21,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_3476_1052.png,0.0,3476,1052,13,13,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_2864_1264.png,0.3172353471535707,2864,1264,13,12,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_2341_1362.png,0.15789448053711333,2341,1362,17,17,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_1440_1363.png,0.18713582449002544,1440,1363,13,13,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_2269_1408.png,0.17331280809389218,2269,1408,22,22,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_1142_1555.png,0.0,1142,1555,11,11,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_964_1560.png,0.1664533400024047,964,1560,17,17,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_3463_1605.png,0.22448329786463658,3463,1605,15,14,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_1246_1634.png,0.1885308228430683,1246,1634,21,21,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_3207_1692.png,0.3082999736914608,3207,1692,12,12,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_1950_1765.png,0.14356760465068177,1950,1765,23,23,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_2516_1846.png,0.275942522723769,2516,1846,15,15,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_657_1886.png,0.23491880400378887,657,1886,11,11,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_4315_1901.png,0.11505560532088557,4315,1901,19,19,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_446_1985.png,0.20865857722322811,446,1985,11,11,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_1484_2081.png,0.23000114143259612,1484,2081,13,13,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_1721_2372.png,0.1291139758715231,1721,2372,14,15,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_1408_2624.png,0.14501676154956292,1408,2624,16,16,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_4099_2630.png,0.22304431202645397,4099,2630,16,16,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_2611_2639.png,0.3229015362419255,2611,2639,13,12,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_1943_3128.png,0.25505680879729925,1943,3128,12,12,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_1030_3212.png,0.2533674563809789,1030,3212,12,12,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_1184_3239.png,0.01277616973995726,1184,3239,17,17,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_358_3266.png,0.2368230317817234,358,3266,13,13,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_2324_3400.png,0.1761929710253156,2324,3400,15,15,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_1446_3591.png,0.05146026751205792,1446,3591,18,18,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_2007_3695.png,0.0,2007,3695,13,13,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_3682_3737.png,0.5195258493364444,3682,3737,14,12,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_3429_3955.png,0.2184210491133826,3429,3955,14,14,128
Raw_Observation_016_Set2.tiff,star,star_Raw_Observation_016_Set2_3057_4025.png,0.23316725254685736,3057,4025,12,11,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_1467_895.png,0.09188407415377772,1467,895,22,21,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_3476_1052.png,0.0,3476,1052,13,13,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_2864_1264.png,0.34767878249330225,2864,1264,13,12,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_2341_1362.png,0.12618002245764226,2341,1362,17,17,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_1440_1363.png,0.18713582449002544,1440,1363,13,13,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_2269_1408.png,0.17933051504101163,2269,1408,22,22,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_1142_1555.png,0.26585740097839505,1142,1555,11,11,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_964_1560.png,0.18129783155302756,964,1560,17,17,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_3463_1605.png,0.20026501467962401,3463,1605,15,15,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_1246_1634.png,0.1736480919190771,1246,1634,21,21,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_3207_1692.png,0.26626863581396576,3207,1692,12,12,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_1950_1765.png,0.14162329462754197,1950,1765,23,23,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_2517_1847.png,0.1622476326998802,2517,1847,14,14,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_657_1886.png,0.05590868846039464,657,1886,11,11,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_4315_1901.png,0.0,4315,1901,19,19,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_446_1985.png,0.1207488615444091,446,1985,11,11,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_1484_2081.png,0.28140839774605536,1484,2081,14,13,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_1721_2372.png,0.23093137274035935,1721,2372,14,15,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_1408_2624.png,0.1602836523852818,1408,2624,16,16,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_4099_2630.png,0.18245815806803006,4099,2630,16,16,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_2611_2638.png,0.27380059655987704,2611,2638,13,13,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_1943_3128.png,0.24789576707038707,1943,3128,12,12,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_1031_3212.png,0.17988063388643505,1031,3212,12,12,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_1184_3239.png,0.1615656378590397,1184,3239,17,17,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_358_3266.png,0.14395909251840958,358,3266,13,13,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_2324_3400.png,0.1658338773912604,2324,3400,15,15,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_1446_3591.png,0.11148985357539155,1446,3591,18,19,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_2007_3695.png,0.0,2007,3695,13,13,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_3643_3734.png,0.49738525750495105,3643,3734,15,13,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_3429_3955.png,0.2184210491133826,3429,3955,14,14,128
Raw_Observation_017_Set2.tiff,star,star_Raw_Observation_017_Set2_3058_4025.png,0.17320912774640418,3058,4025,11,11,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_1467_895.png,0.10138378183562662,1467,895,22,21,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_3476_1052.png,0.16649056362851017,3476,1052,13,13,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_2864_1264.png,0.2664876054655756,2864,1264,13,13,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_2341_1362.png,0.11645811801186298,2341,1362,17,17,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_1440_1363.png,0.18713582449002544,1440,1363,13,13,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_2269_1408.png,0.1669295396484837,2269,1408,22,22,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_1142_1555.png,0.0,1142,1555,11,11,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_964_1560.png,0.12741721016707136,964,1560,17,17,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_3463_1605.png,0.2479475762397178,3463,1605,15,14,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_1246_1634.png,0.1736480919190771,1246,1634,21,21,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_3208_1692.png,0.29143503978604735,3208,1692,11,12,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_1950_1765.png,0.09842923407726538,1950,1765,23,23,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_2517_1846.png,0.24621256941873862,2517,1846,14,15,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_657_1886.png,0.19896735370610918,657,1886,11,11,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_4315_1901.png,0.11505560532088557,4315,1901,19,19,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_446_1985.png,0.24545067593166758,446,1985,11,11,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_1484_2081.png,0.15090020347740699,1484,2081,13,13,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_1721_2372.png,0.20607467339582466,1721,2372,14,15,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_1408_2624.png,0.2479711693380961,1408,2624,16,16,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_4099_2630.png,0.22085101001672067,4099,2630,16,16,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_2611_2639.png,0.2965018386218334,2611,2639,13,12,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_1943_3128.png,0.3016108050765682,1943,3128,12,12,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_1031_3212.png,0.17988063388643505,1031,3212,12,12,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_1184_3239.png,0.13916859953834354,1184,3239,17,17,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_358_3266.png,0.21366332601683605,358,3266,13,13,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_2324_3400.png,0.1568247446965712,2324,3400,15,15,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_1446_3591.png,0.05146026751205792,1446,3591,18,18,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_2006_3695.png,0.16827130960311848,2006,3695,14,13,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_3605_3732.png,0.5565586185241355,3605,3732,14,12,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_3429_3955.png,0.16665261202752518,3429,3955,14,14,128
Raw_Observation_018_Set2.tiff,star,star_Raw_Observation_018_Set2_3058_4025.png,0.2018401416704723,3058,4025,11,11,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_1467_895.png,0.1322972470446966,1467,895,22,21,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_3476_1052.png,0.0,3476,1052,13,13,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_2864_1264.png,0.329005169147683,2864,1264,13,13,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_2341_1362.png,0.11645811801186298,2341,1362,17,17,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_1440_1363.png,0.18713582449002544,1440,1363,13,13,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_2270_1408.png,0.20549294836005694,2270,1408,21,22,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_1142_1555.png,0.0,1142,1555,11,11,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_964_1560.png,0.12741721016707136,964,1560,17,17,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_3463_1605.png,0.20026501467962401,3463,1605,15,15,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_1246_1634.png,0.20788358233488588,1246,1634,21,21,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_3207_1692.png,0.21092817219795768,3207,1692,12,12,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_1950_1765.png,0.06640296486971337,1950,1765,23,23,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_2516_1846.png,0.2850514351593937,2516,1846,15,15,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_657_1886.png,0.23491880400378887,657,1886,11,11,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_4315_1901.png,0.0,4315,1901,19,19,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_446_1985.png,0.2086585772232276,446,1985,11,11,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_1484_2080.png,0.2076825560976918,1484,2080,14,14,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_1721_2372.png,0.07959794463618829,1721,2372,14,15,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_1408_2624.png,0.23260085707441544,1408,2624,16,16,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_4099_2630.png,0.18245815806803006,4099,2630,16,16,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_2611_2639.png,0.27576767748198755,2611,2639,13,12,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_1943_3128.png,0.10282644315629104,1943,3128,12,12,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_1030_3212.png,0.16795119370033232,1030,3212,12,12,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_1184_3239.png,0.1803263164839732,1184,3239,17,17,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_358_3266.png,0.2368230317817234,358,3266,13,13,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_2324_3400.png,0.11997204970470716,2324,3400,15,15,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_1446_3591.png,0.18625686628877144,1446,3591,18,19,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_2007_3695.png,0.0,2007,3695,13,13,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_3566_3730.png,0.5197144016087065,3566,3730,14,12,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_3429_3955.png,0.2184210491133826,3429,3955,14,14,128
Raw_Observation_019_Set2.tiff,star,star_Raw_Observation_019_Set2_3058_4025.png,0.13207455832587353,3058,4025,11,11,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_1467_895.png,0.1322972470446966,1467,895,22,21,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_3476_1052.png,0.0,3476,1052,13,13,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_2864_1264.png,0.30382654007965837,2864,1264,13,13,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_2341_1362.png,0.09110551322199908,2341,1362,17,17,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_1440_1363.png,0.110711467693576,1440,1363,13,13,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_2270_1408.png,0.19518506946047864,2270,1408,21,22,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_1142_1555.png,0.0,1142,1555,11,11,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_964_1560.png,0.1664533400024047,964,1560,17,17,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_3463_1605.png,0.2326143985992673,3463,1605,15,14,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_1246_1634.png,0.1736480919190771,1246,1634,21,21,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_3208_1692.png,0.29143503978604735,3208,1692,11,12,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_1950_1765.png,0.16501041017738616,1950,1765,23,23,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_2516_1847.png,0.2955797741527892,2516,1847,15,14,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_657_1886.png,0.2079878509222616,657,1886,11,11,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_4315_1901.png,0.0,4315,1901,19,19,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_446_1985.png,0.24545067593166758,446,1985,11,11,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_1484_2081.png,0.15833053072651385,1484,2081,13,13,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_1721_2372.png,0.14605472497394267,1721,2372,14,15,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_1408_2624.png,0.21229717104576826,1408,2624,16,16,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_4099_2630.png,0.18245815806803006,4099,2630,16,16,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_2611_2639.png,0.3168571552016994,2611,2639,13,12,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_1943_3128.png,0.04543621390351366,1943,3128,12,12,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_1030_3212.png,0.10062050357690232,1030,3212,13,12,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_1184_3239.png,0.1803263164839732,1184,3239,17,17,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_358_3266.png,0.14395909251840958,358,3266,13,13,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_2324_3400.png,0.10877404409606395,2324,3400,15,15,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_1446_3591.png,0.05146026751205792,1446,3591,18,18,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_2007_3695.png,0.0,2007,3695,13,13,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_3527_3727.png,0.5014410908101204,3527,3727,15,13,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_3429_3955.png,0.2184210491133826,3429,3955,14,14,128
Raw_Observation_020_Set2.tiff,star,star_Raw_Observation_020_Set2_3058_4025.png,0.17320912774640418,3058,4025,11,11,128
Raw_Observation_021_Set2.tiff,star,star_Raw_Observation_021_Set2_1467_895.png,0.09188407415377772,1467,895,22,21,128
Raw_Observation_021_Set2.tiff,star,star_Raw_Observation_021_Set2_3476_1052.png,0.0,3476,1052,13,13,128
Raw_Observation_021_Set2.tiff,star,star_Raw_Observation_021_Set2_2864_1263.png,0.12754243625968092,2864,1263,13,14,128
Raw_Observation_021_Set2.tiff,star,star_Raw_Observation_021_Set2_2341_1362.png,0.18760902694386622,2341,1362,17,17,128
Raw_Observation_021_Set2.tiff,star,star_Raw_Observation_021_Set2_1440_1363.png,0.15958091205376435,1440,1363,13,13,128
Raw_Observation_021_Set2.tiff,star,star_Raw_Observation_021_Set2_2270_1408.png,0.19845052841292474,2270,1408,21,22,128
