image,bbox_x,bbox_y,bbox_width,bbox_height,object_type
Raw_Observation_026_Set3_1536_4096.tiff,219,365,19,19,star
Raw_Observation_026_Set3_2048_1024.tiff,460,33,14,13,star
Raw_Observation_026_Set3_2048_1536.tiff,185,324,14,15,star
Raw_Observation_026_Set3_2560_1024.tiff,384,64,16,16,star
Raw_Observation_026_Set3_2560_2560.tiff,96,21,14,9,star
Raw_Observation_026_Set3_2560_2560.tiff,51,79,13,12,star
Raw_Observation_026_Set3_2560_4096.tiff,3,70,16,16,star
Raw_Observation_026_Set3_3072_0.tiff,358,194,13,13,star
Raw_Observation_026_Set3_3072_1024.tiff,6,140,13,12,star
Raw_Observation_026_Set3_3072_1024.tiff,160,167,17,17,star
Raw_Observation_026_Set3_3072_1536.tiff,407,56,12,12,star
Raw_Observation_026_Set3_3072_2048.tiff,276,328,15,15,star
Raw_Observation_026_Set3_3584_1024.tiff,422,7,18,19,star
Raw_Observation_026_Set3_3584_1536.tiff,471,111,13,13,star
Raw_Observation_026_Set3_3584_2560.tiff,498,440,11,12,star
Raw_Observation_026_Set3_3584_3072.tiff,357,371,14,14,star
Raw_Observation_027_Set3_512_1024.tiff,443,383,22,21,star
Raw_Observation_027_Set3_1024_1024.tiff,416,339,13,13,star
Raw_Observation_027_Set3_1024_2048.tiff,293,338,17,17,star
Raw_Observation_027_Set3_1024_2048.tiff,221,384,22,22,star
Raw_Observation_027_Set3_1024_2560.tiff,304,240,13,13,star
Raw_Observation_027_Set3_1024_3072.tiff,404,28,13,13,star
Raw_Observation_027_Set3_1536_0.tiff,446,449,11,11,star
Raw_Observation_027_Set3_1536_512.tiff,452,24,17,17,star
Raw_Observation_027_Set3_1536_512.tiff,145,350,11,11,star
Raw_Observation_027_Set3_1536_1024.tiff,118,19,11,11,star
Raw_Observation_027_Set3_1536_1024.tiff,222,98,21,21,star
Raw_Observation_027_Set3_1536_1536.tiff,414,229,23,23,star
Raw_Observation_027_Set3_1536_2048.tiff,469,310,14,15,star
Raw_Observation_027_Set3_1536_3072.tiff,391,69,15,14,star
Raw_Observation_027_Set3_1536_3072.tiff,135,156,12,12,star
Raw_Observation_027_Set3_1536_4096.tiff,219,365,19,19,star
Raw_Observation_027_Set3_2048_1024.tiff,460,33,14,13,star
Raw_Observation_027_Set3_2048_1536.tiff,185,324,14,15,star
Raw_Observation_027_Set3_2560_1024.tiff,384,64,16,16,star
Raw_Observation_027_Set3_2560_2560.tiff,40,20,14,8,star
Raw_Observation_027_Set3_2560_2560.tiff,51,79,13,12,star
Raw_Observation_027_Set3_2560_4096.tiff,3,70,16,16,star
Raw_Observation_027_Set3_3072_0.tiff,358,194,13,13,star
Raw_Observation_027_Set3_3072_1024.tiff,7,140,12,12,star
Raw_Observation_027_Set3_3072_1024.tiff,160,167,17,17,star
Raw_Observation_027_Set3_3072_1536.tiff,407,56,12,12,star
Raw_Observation_027_Set3_3072_2048.tiff,276,328,15,15,star
Raw_Observation_027_Set3_3584_1024.tiff,422,7,18,18,star
Raw_Observation_027_Set3_3584_1536.tiff,471,111,13,13,star
Raw_Observation_027_Set3_3584_2560.tiff,498,440,11,12,star
Raw_Observation_027_Set3_3584_3072.tiff,357,371,14,14,star
Raw_Observation_028_Set3_512_1024.tiff,443,383,22,21,star
Raw_Observation_028_Set3_1024_1024.tiff,416,339,13,13,star
Raw_Observation_028_Set3_1024_2048.tiff,293,338,17,17,star
Raw_Observation_028_Set3_1024_2048.tiff,222,384,21,22,star
Raw_Observation_028_Set3_1024_2560.tiff,304,240,13,13,star
Raw_Observation_028_Set3_1024_3072.tiff,404,28,13,13,star
Raw_Observation_028_Set3_1536_0.tiff,446,449,11,11,star
Raw_Observation_028_Set3_1536_512.tiff,452,24,17,17,star
Raw_Observation_028_Set3_1536_512.tiff,145,350,11,11,star
Raw_Observation_028_Set3_1536_1024.tiff,118,19,11,11,star
Raw_Observation_028_Set3_1536_1024.tiff,222,98,21,21,star
Raw_Observation_028_Set3_1536_1536.tiff,414,229,23,23,star
Raw_Observation_028_Set3_1536_2048.tiff,469,310,14,15,star
Raw_Observation_028_Set3_1536_3072.tiff,391,69,15,14,star
Raw_Observation_028_Set3_1536_3072.tiff,135,156,12,12,star
Raw_Observation_028_Set3_1536_4096.tiff,219,365,19,19,star
Raw_Observation_028_Set3_2048_1024.tiff,460,33,14,13,star
Raw_Observation_028_Set3_2048_1536.tiff,185,324,14,14,star
Raw_Observation_028_Set3_2560_1024.tiff,384,64,16,16,star
Raw_Observation_028_Set3_2560_2048.tiff,497,18,14,9,star
Raw_Observation_028_Set3_2560_2560.tiff,51,79,13,12,star
Raw_Observation_028_Set3_2560_4096.tiff,3,70,16,16,star
Raw_Observation_028_Set3_3072_0.tiff,358,194,13,13,star
Raw_Observation_028_Set3_3072_1024.tiff,6,140,13,12,star
Raw_Observation_028_Set3_3072_1024.tiff,160,167,17,17,star
Raw_Observation_028_Set3_3072_1536.tiff,407,56,12,12,star
Raw_Observation_028_Set3_3072_2048.tiff,276,328,15,15,star
Raw_Observation_028_Set3_3584_1024.tiff,422,7,18,18,star
Raw_Observation_028_Set3_3584_1536.tiff,471,111,13,13,star
Raw_Observation_028_Set3_3584_2560.tiff,498,441,11,11,star
Raw_Observation_028_Set3_3584_3072.tiff,357,371,14,14,star
Raw_Observation_029_Set3_512_1024.tiff,443,383,22,21,star
Raw_Observation_029_Set3_1024_1024.tiff,416,339,13,13,star
Raw_Observation_029_Set3_1024_2048.tiff,293,338,17,17,star
Raw_Observation_029_Set3_1024_2048.tiff,222,384,21,22,star
Raw_Observation_029_Set3_1024_2560.tiff,304,240,13,13,star
Raw_Observation_029_Set3_1024_3072.tiff,404,28,13,13,star
Raw_Observation_029_Set3_1536_0.tiff,446,449,11,11,star
Raw_Observation_029_Set3_1536_512.tiff,452,24,17,17,star
Raw_Observation_029_Set3_1536_512.tiff,145,350,11,11,star
Raw_Observation_029_Set3_1536_1024.tiff,118,19,11,11,star
Raw_Observation_029_Set3_1536_1024.tiff,222,98,21,21,star
Raw_Observation_029_Set3_1536_1536.tiff,414,229,23,23,star
Raw_Observation_029_Set3_1536_2048.tiff,469,310,14,15,star
Raw_Observation_029_Set3_1536_3072.tiff,391,69,15,14,star
Raw_Observation_029_Set3_1536_3072.tiff,136,156,11,12,star
Raw_Observation_029_Set3_1536_4096.tiff,219,365,19,19,star
Raw_Observation_029_Set3_2048_1024.tiff,460,32,14,14,star
Raw_Observation_029_Set3_2048_1536.tiff,185,324,14,15,star
Raw_Observation_029_Set3_2560_1024.tiff,384,64,16,16,star
Raw_Observation_029_Set3_2560_2048.tiff,441,17,14,9,star
Raw_Observation_029_Set3_2560_2560.tiff,51,79,13,12,star
Raw_Observation_029_Set3_2560_4096.tiff,3,70,16,16,star
Raw_Observation_029_Set3_3072_0.tiff,358,194,13,13,star
Raw_Observation_029_Set3_3072_1024.tiff,7,140,11,12,star
Raw_Observation_029_Set3_3072_1024.tiff,160,167,17,17,star
Raw_Observation_029_Set3_3072_1536.tiff,407,56,12,12,star
Raw_Observation_029_Set3_3072_2048.tiff,276,328,15,15,star
Raw_Observation_029_Set3_3584_1024.tiff,422,7,18,18,star
Raw_Observation_029_Set3_3584_1536.tiff,471,111,13,13,star
Raw_Observation_029_Set3_3584_2560.tiff,498,440,11,12,star
Raw_Observation_029_Set3_3584_3072.tiff,357,371,14,14,star
Raw_Observation_030_Set3_512_1024.tiff,443,383,22,21,star
Raw_Observation_030_Set3_1024_1024.tiff,416,339,13,13,star
Raw_Observation_030_Set3_1024_2048.tiff,293,338,17,17,star
Raw_Observation_030_Set3_1024_2048.tiff,221,384,22,22,star
Raw_Observation_030_Set3_1024_2560.tiff,304,240,13,13,star
Raw_Observation_030_Set3_1024_3072.tiff,404,28,13,13,star
Raw_Observation_030_Set3_1536_0.tiff,446,449,11,11,star
Raw_Observation_030_Set3_1536_512.tiff,452,24,17,17,star
Raw_Observation_030_Set3_1536_512.tiff,145,350,11,11,star
Raw_Observation_030_Set3_1536_1024.tiff,118,19,11,11,star
Raw_Observation_030_Set3_1536_1024.tiff,222,98,21,21,star
Raw_Observation_030_Set3_1536_1536.tiff,414,229,23,23,star
Raw_Observation_030_Set3_1536_2048.tiff,469,311,14,14,star
Raw_Observation_030_Set3_1536_3072.tiff,391,69,15,15,star
Raw_Observation_030_Set3_1536_3072.tiff,136,156,11,12,star
Raw_Observation_030_Set3_1536_4096.tiff,219,365,19,19,star
Raw_Observation_030_Set3_2048_1024.tiff,460,32,14,14,star
Raw_Observation_030_Set3_2048_1536.tiff,185,324,14,14,star
Raw_Observation_030_Set3_2560_1024.tiff,384,64,16,16,star
Raw_Observation_030_Set3_2560_2048.tiff,385,16,14,9,star
Raw_Observation_030_Set3_2560_2560.tiff,51,79,13,12,star
Raw_Observation_030_Set3_2560_4096.tiff,3,70,16,16,star
Raw_Observation_030_Set3_3072_0.tiff,358,194,13,13,star
Raw_Observation_030_Set3_3072_1024.tiff,6,140,13,12,star
Raw_Observation_030_Set3_3072_1024.tiff,160,167,17,17,star
Raw_Observation_030_Set3_3072_1536.tiff,407,56,12,12,star
Raw_Observation_030_Set3_3072_2048.tiff,276,328,15,15,star
Raw_Observation_030_Set3_3584_1024.tiff,422,7,18,19,star
Raw_Observation_030_Set3_3584_1536.tiff,471,111,13,13,star
Raw_Observation_030_Set3_3584_2560.tiff,498,441,11,11,star
Raw_Observation_030_Set3_3584_3072.tiff,357,371,14,14,star
Raw_Observation_031_Set3_512_1024.tiff,443,383,22,21,star
Raw_Observation_031_Set3_1024_1024.tiff,416,339,13,13,star
Raw_Observation_031_Set3_1024_2048.tiff,293,338,17,17,star
Raw_Observation_031_Set3_1024_2048.tiff,221,384,22,22,star
Raw_Observation_031_Set3_1024_2560.tiff,304,240,13,13,star
Raw_Observation_031_Set3_1024_3072.tiff,404,28,13,13,star
Raw_Observation_031_Set3_1536_0.tiff,446,449,11,11,star
Raw_Observation_031_Set3_1536_512.tiff,452,24,17,17,star
Raw_Observation_031_Set3_1536_512.tiff,145,350,11,11,star
Raw_Observation_031_Set3_1536_1024.tiff,118,19,11,11,star
Raw_Observation_031_Set3_1536_1024.tiff,222,98,21,21,star
Raw_Observation_031_Set3_1536_1536.tiff,414,229,23,23,star
Raw_Observation_031_Set3_1536_2048.tiff,469,310,14,15,star
Raw_Observation_031_Set3_1536_3072.tiff,391,69,15,14,star
Raw_Observation_031_Set3_1536_3072.tiff,135,156,12,12,star
Raw_Observation_031_Set3_1536_4096.tiff,219,365,19,19,star
Raw_Observation_031_Set3_2048_1024.tiff,460,33,14,13,star
Raw_Observation_031_Set3_2048_1536.tiff,185,324,14,15,star
Raw_Observation_031_Set3_2560_1024.tiff,384,64,16,16,star
Raw_Observation_031_Set3_2560_2048.tiff,330,15,14,9,star
Raw_Observation_031_Set3_2560_2560.tiff,51,78,13,13,star
Raw_Observation_031_Set3_2560_4096.tiff,3,70,16,16,star
Raw_Observation_031_Set3_3072_0.tiff,358,194,13,13,star
Raw_Observation_031_Set3_3072_1024.tiff,6,140,12,12,star
Raw_Observation_031_Set3_3072_1024.tiff,160,167,17,17,star
Raw_Observation_031_Set3_3072_1536.tiff,407,56,12,12,star
Raw_Observation_031_Set3_3072_2048.tiff,276,328,15,15,star
Raw_Observation_031_Set3_3584_1024.tiff,422,7,18,18,star
Raw_Observation_031_Set3_3584_1536.tiff,471,111,13,13,star
Raw_Observation_031_Set3_3584_2560.tiff,497,441,12,11,star
Raw_Observation_031_Set3_3584_3072.tiff,357,371,14,14,star
Raw_Observation_032_Set3_512_1024.tiff,444,383,21,21,star
Raw_Observation_032_Set3_1024_1024.tiff,416,339,13,13,star
Raw_Observation_032_Set3_1024_2048.tiff,293,338,17,17,star
Raw_Observation_032_Set3_1024_2048.tiff,222,384,21,22,star
Raw_Observation_032_Set3_1024_2560.tiff,304,240,13,13,star
Raw_Observation_032_Set3_1024_3072.tiff,404,28,13,13,star
Raw_Observation_032_Set3_1536_0.tiff,446,449,11,11,star
Raw_Observation_032_Set3_1536_512.tiff,452,24,17,17,star
Raw_Observation_032_Set3_1536_512.tiff,145,350,11,11,star
Raw_Observation_032_Set3_1536_1024.tiff,118,19,11,11,star
Raw_Observation_032_Set3_1536_1024.tiff,222,98,21,21,star
Raw_Observation_032_Set3_1536_1536.tiff,414,229,23,23,star
Raw_Observation_032_Set3_1536_2048.tiff,468,310,15,15,star
Raw_Observation_032_Set3_1536_3072.tiff,391,69,15,14,star
Raw_Observation_032_Set3_1536_3072.tiff,135,156,12,12,star
Raw_Observation_032_Set3_1536_4096.tiff,219,365,19,19,star
Raw_Observation_032_Set3_2048_1024.tiff,460,33,14,13,star
Raw_Observation_032_Set3_2048_1536.tiff,185,324,14,15,star
Raw_Observation_032_Set3_2560_1024.tiff,384,64,16,16,star
Raw_Observation_032_Set3_2560_2048.tiff,274,13,14,9,star
Raw_Observation_032_Set3_2560_2560.tiff,51,79,13,12,star
Raw_Observation_032_Set3_2560_4096.tiff,3,70,16,16,star
Raw_Observation_032_Set3_3072_0.tiff,358,194,13,13,star
Raw_Observation_032_Set3_3072_1024.tiff,6,140,13,12,star
Raw_Observation_032_Set3_3072_1024.tiff,160,167,17,17,star
Raw_Observation_032_Set3_3072_1536.tiff,407,56,12,12,star
Raw_Observation_032_Set3_3072_2048.tiff,276,328,15,15,star
Raw_Observation_032_Set3_3584_1024.tiff,422,7,18,18,star
Raw_Observation_032_Set3_3584_1536.tiff,471,111,13,13,star
Raw_Observation_032_Set3_3584_2560.tiff,498,441,11,11,star
Raw_Observation_032_Set3_3584_3072.tiff,357,371,14,14,star
Raw_Observation_033_Set3_512_1024.tiff,444,383,21,21,star
Raw_Observation_033_Set3_1024_1024.tiff,416,339,13,13,star
Raw_Observation_033_Set3_1024_2048.tiff,293,338,17,17,star
Raw_Observation_033_Set3_1024_2048.tiff,222,384,21,22,star
Raw_Observation_033_Set3_1024_2560.tiff,304,240,13,12,star
Raw_Observation_033_Set3_1024_3072.tiff,404,28,13,13,star
Raw_Observation_033_Set3_1536_0.tiff,446,449,11,11,star
Raw_Observation_033_Set3_1536_512.tiff,452,24,17,17,star
Raw_Observation_033_Set3_1536_512.tiff,145,350,11,11,star
Raw_Observation_033_Set3_1536_1024.tiff,118,19,11,11,star
Raw_Observation_033_Set3_1536_1024.tiff,222,98,21,21,star
Raw_Observation_033_Set3_1536_1536.tiff,414,229,23,23,star
Raw_Observation_033_Set3_1536_2048.tiff,468,310,15,15,star
Raw_Observation_033_Set3_1536_3072.tiff,391,69,15,14,star
Raw_Observation_033_Set3_1536_3072.tiff,135,156,12,12,star
Raw_Observation_033_Set3_1536_4096.tiff,219,365,19,19,star
Raw_Observation_033_Set3_2048_1024.tiff,460,32,14,14,star
Raw_Observation_033_Set3_2048_1536.tiff,185,324,14,15,star
Raw_Observation_033_Set3_2560_1024.tiff,384,64,16,16,star
Raw_Observation_033_Set3_2560_2048.tiff,263,13,14,9,star
Raw_Observation_033_Set3_2560_2560.tiff,51,78,13,13,star
Raw_Observation_033_Set3_2560_4096.tiff,3,70,16,16,star
Raw_Observation_033_Set3_3072_0.tiff,358,194,13,13,star
Raw_Observation_033_Set3_3072_1024.tiff,6,140,13,12,star
Raw_Observation_033_Set3_3072_1024.tiff,160,167,17,17,star
Raw_Observation_033_Set3_3072_1536.tiff,407,56,12,12,star
Raw_Observation_033_Set3_3072_2048.tiff,276,328,15,15,star
Raw_Observation_033_Set3_3584_1024.tiff,422,7,18,18,star
Raw_Observation_033_Set3_3584_1536.tiff,470,111,14,13,star
Raw_Observation_033_Set3_3584_2560.tiff,498,440,11,12,star
Raw_Observation_033_Set3_3584_3072.tiff,357,371,14,14,star
Raw_Observation_034_Set4_512_2560.tiff,483,330,12,13,star
Raw_Observation_034_Set4_1024_2048.tiff,250,20,12,12,star
Raw_Observation_034_Set4_1536_2048.tiff,509,175,3,14,star
Raw_Observation_034_Set4_1536_2560.tiff,0,175,11,14,star
Raw_Observation_034_Set4_1536_2560.tiff,470,258,13,12,star
Raw_Observation_035_Set4_512_2560.tiff,483,330,13,13,star
Raw_Observation_035_Set4_1024_2048.tiff,250,20,12,12,star
Raw_Observation_035_Set4_1536_2048.tiff,509,174,3,15,star
Raw_Observation_035_Set4_1536_2560.tiff,0,174,11,15,star
Raw_Observation_035_Set4_1536_2560.tiff,470,258,13,13,star
Raw_Observation_035_Set4_2560_1536.tiff,492,157,20,11,streak
Raw_Observation_035_Set4_2560_2048.tiff,0,157,38,11,streak
